1;The Rising Sun - Pink;57; Estás en un desierto y te encuentras con un cubo, ¿qué tamaño tiene?; muy grande; tan grande como yo; muy pequeña;
67;Rocket - Purple;45; ¿Preferirías nacer rico con una vida aburrida o pobre con una vida emocionante?; rico; pobre; No sé;
68;Rocket - Purple;45; ¿Prefieres unas vacaciones en un velero, una lancha rápida o un pequeño bote de remos?; barco de vela; lancha rápida; bote de remos;
69;Rocket - Purple;45; Habiendo alcanzado el éxito, ¿qué harías?; Pensaría en el próximo objetivo.; pensaría en ayudar a los demás; no haría nada más;
70;Rocket - Purple;45; ¿Cuál de estos deportes elegirías?; béisbol; natación; Esgrima;
71;Rocket - Purple;45;Prefieres vivir en:; campo; montaña; metrópoli;
72;Rocket - Purple;45; ¿Cómo te ves dentro de 10 años?; en una isla del caribe; para jugar con mis hijos; alrededor del mundo por trabajo;
73;Rocket - Purple;45; ¿La residencia de tus sueños?; una villa junto al mar; un loft súper moderno en una metrópolis; un rancho en el campo;
74;Rocket - Purple;45; ¿Has intentado aprender un nuevo idioma?; sí; no; si, pero con poco esfuerzo;
75;Rocket - Purple;45; ¿Cuántos idiomas sabes?;1;2; 3 o más;
76;Rocket - Purple;45; ¿Alguna vez has querido asistir a un curso de especialización?; no, porque no quiero comprometerme; sí; algunas veces;
77;Rocket - Purple;45; ¿Tienes envidia de otras personas que logran grandes resultados?; todos los días; nunca; poco frecuentemente;
78;Rocket - Purple;45; ¿Suele consultar las noticias en línea varias veces al día?; real; falso; poco frecuentemente;
79;Rocket - Green;44; En la vida, ¿consideras importante el apoyo de alguna persona influyente?; de ninguna manera; es de fundamental importancia; en algunas circunstancias sería importante;
80;Rocket - Green;44; ¿Qué te gustaría aprender el próximo mes?; un idioma;un instrumento musical; una nueva profesión;
81;Rocket - Green;44; Tu cena ideal:; en un lugar elegante; en un restaurante; en una pizzería;
82;Rocket - Green;44; ¿Cuál de estas piedras preciosas prefieres?; diamante; Esmeralda; rubí;
83;Rocket - Green;44; ¿Qué tipo de celular prefieres?; última generación; viejo estilo; odio los celulares;
84;Rocket - Green;44; Para la cena, preferirías salir con:; un político; un actor/actriz; un cantante;
85;Rocket - Green;44; Estás entrenando y no aguantas más, ¿cómo te comportas?; me detengo y descanso; hago un esfuerzo extra; Tengo que llegar a lograr mis metas y seguir adelante;
86;Rocket - Green;44; Pensando en una pirámide, ¿qué te viene a la mente?; energía; una forma geometrica; una cosa preciosa;
87;Rocket - Green;44; Finalmente compraste una casa después de tantos sacrificios, ¿qué opinas?; me gustaria uno mas grande; finalmente realicé mi sueño; permanecer alquilado hubiera sido una mejor opción;
88;Rocket - Green;44; La gente está satisfecha porque:; ellos son sabios;no quieren arriesgarse; no tienen ambicion;
89;Rocket - Green;44; Estás haciendo llamadas en frío para vender un producto pero todos te cuelgan, ¿cómo te comportas?; Salgo y vuelvo a intentarlo al día siguiente.; Llamo hasta que tenga éxito en mi intento; creo que es mejor cambiar de trabajo;
90;Rocket - Green;44; ¿Puedes manejar los contratiempos que se te presenten?; Por supuesto; absolutamente no; depende de la intensidad del revés;
91;Rocket - Green;44; ¿Qué papel tendrías en una comedia teatral?; yo seria la estrella; yo seria un extra; yo estaría en la audiencia;
92;Rocket - Green;44; Si tuviera que elegir uno de estos coches...; deportivo; coche de la ciudad; minivan;
93;Rocket - Green;44; En una carrera de relevos de tres personas, ¿en qué posiciones preferiría comenzar?; primero; segundo; tercera;
94;Rocket - Green;44; ¿Consideras un plazo como algo inaplazable o siempre hay tiempo para recuperarlo?; inevitable; siempre hay tiempo; depende de la fecha limite;
95;Rocket - Green;44; ¿Dirigirías una película?; sí; no;tal vez, nunca lo he intentado;
96;Rocket - Green;44; ¿Te gustaría clasificar el correo en una oficina de correos?; sí; no;tal vez, nunca lo he intentado;
97;Rocket - Green;44; ¿Cómo consideras algunas de tus intuiciones?; único; brillante; Rara vez tengo ideas;
98;Love - Red;27; Cuando los amigos hablan de sexo, ¿qué haces?; me rio y bromeo; Me da vergüenza; intento cambiar de tema;
99;Love - Red;27; ¿A menudo haces bromas traviesas?; sí; no; poco frecuentemente; muy a menudo
100;Love - Red;27; ¿Sueles tomar la iniciativa con él/ella?; sí; no; poco frecuentemente; casi siempre
101;Love - Red;27; Cuando pasa un chico o una chica simpáticos por la calle, ¿cómo reaccionas?; soy indiferente; aprecio discretamente; me inquieto;
102;Love - Red;27; ¿Te gusta abrazar a la gente?; sí; no; suficiente;
103;Love - Red;27; ¿Te gusta llevar de la mano a las personas que amas?; sí; no; suficiente;
104;Love - Red;27; ¿Escribes notas a personas cercanas a ti?; sí; no; algunas veces;
105;Love - Red;27; ¿Usas apodos cariñosos con las personas que te importan?; sí; no; algunas veces; muy a menudo
106;Love - Red;27; ¿Confías en los demás?; sí; no; algunas veces; muy a menudo
107;Love - Red;27; ¿Te gusta dar regalos?; sí; no; suficiente;
108;Love - Red;27; ¿Te gusta consolar a los demás?; sí; no; poco;
109;Love - Red;27; ¿Eres cariñoso?; sí; no; poco frecuentemente; muy a menudo
110;Love - Red;27; ¿Qué piensas del amor?; una cosa maravillosa; una ilusión;prefiero la amistad;
111;Love - Red;27; ¿Qué piensas sobre el matrimonio?; algo anticuado; una experiencia para hacer; una ilusión;
112;Love - Red;27; Al ver una puesta de sol, ¿qué emociones sientes?; indiferencia; meloncolía; asombro y asombro;
113;Love - Red;27; ¿Puedes contar tus pensamientos más íntimos?; sí; no; poco frecuentemente; casi siempre
114;Love - Red;27; ¿Eres una persona celosa?; sí; no; poco frecuentemente; muy a menudo
115;Love - Red;27; ¿Una mentira te hace sonreír?; sí; no; solo si no es grave;
116;Love - Red;27; ¿Puedes resistir las tentaciones?; sí; no; poco frecuentemente; casi siempre
117;Love - Pink;26; ¿Confías en los demás?; sí; no; poco frecuentemente; casi siempre
118;Love - Pink;26; ¿Alguna vez has fantaseado con vivir en una isla desierta?; sí; no; algunas veces;
119;Love - Pink;26; ¿Te pone nervioso no tener seres queridos a tu alrededor?; sí; no; suficiente;
120;Love - Pink;26; ¿Se siente tratado como los demás miembros de su familia?; sí; no; poco frecuentemente;
121;Love - Pink;26; ¿Te consideras una persona única e irrepetible?; sí; no; algunas veces; casi siempre
122;Love - Pink;26; Cuando las cosas van bien en una relación, ¿todavía tiendes a hacerte preguntas?; sí; no; algunas veces; casi siempre
123;Love - Pink;26; ¿Consideras a Cleopatra un personaje actual?; sí; no; poco;
124;Love - Pink;26; Amo a la gente:; generoso; seguro de sí mismo; tímido;
125;Love - Pink;26; Con tu pareja eres:; leal; apasionado; frío;
126;Love - Pink;26;¿Te interesan las noticias de chismes?; sí mucho; suficiente; de ninguna manera;
127;Love - Pink;26; Recibes una carta de un viejo amor, ¿cómo te sientes?; curioso; molesto; triste;
128;Love - Pink;26; Llevas 2 años de novio...; te amo como el primer dia; necesito reflexionar; me gustaria conocer otras personas;
129;Love - Pink;26; ¿Cómo te imaginas una propuesta de matrimonio?; muy romántico; no me lo imagino; algo desprevenido;
130;Love - Pink;26; Cuando te enamoras de alguien, prefieres:; díselo inmediatamente; esperar a que la otra persona dé el primer paso; que las cosas pasan si tienen que pasar;
131;Love - Pink;26; La persona que amas te regala algo reciclado de sus pertenencias...; ya no quiero verlo/a; de todos modos él/ella pensó en mí; Él/ella podría haberlo hecho mejor;
132;Love - Pink;26; ¿Dejarías todo por amor?; no, hay cosas mas importantes; si, inmediatamente; No sé;
133;Love - Pink;26; ¿Qué piensas de las personas celosas?; son inseguros;ellos son buenos para ser; Creo que se equivocan al ser;
134;Love - Pink;26; ¿Alguna vez has soñado con una gran historia de amor?; siempre; no, ya estoy feliz; algunas veces;
135;Love - Pink;26; Cuando alguien a quien amas tiene un mal día, ¿qué haces?; Le pido que me cuente lo que pasó; Prefiero dejarlo solo; no pretendo nada;
136;Love - Green;25; ¿Te gusta dedicarle una canción a la persona que amas?; sí; no; rara vez lo hago;
137;Love - Green;25; El amor a distancia es:; una ilusión; una gran cosa; el compromiso correcto;
138;Love - Green;25; Siempre te enamoras de la persona equivocada...; si, siempre; no, nunca me ha pasado; me pasó una vez;
139;Love - Green;25; Si te enamoraras de una persona casada, ¿qué harías?; trataría de olvidarlo; Le aconsejaría que se fuera de casa.; Le pido que se escapen juntos;
140;Love - Green;25; Ser capaz de cambiar a la persona que amas es...; posible con paciencia; imposible; algo que no tiene sentido;
141;Love - Green;25;Continuar una relación carente de pasión es:; algo normal con el tiempo; una locura; algo para discutir con tu pareja;
142;Love - Green;25; ¿Aceptarías una propuesta indecente?; absolutamente sí; absolutamente no; depende de la oferta;
143;Love - Green;25; Cuando tu pareja sale de casa, ¿qué haces?; Le escribo para saber dónde y con quién está.; Me lo paso bien solo para mi; Espero hasta que él/ella regrese;
144;Love - Green;25; Tu pareja frecuenta asiduamente un club, ¿tú qué opinas?; le gusta mucho el lugar; se encuentra en secreto con algunas personas; no tengo este problema;
145;Love - Green;25; La boda de un amigo es:; un día triste; una oportunidad para tener una gran comida; un dia de mucha felicidad;
146;Love - Green;25; ¿Qué emociones te despierta un paisaje de campo?; serenidad; soledad; inquietud;
147;Love - Green;25; Te dan vales para comprar, ¿qué haces?; Los uso todos para mi; le doy un poco a mi familia;Los comparto con personas menos afortunadas.;
148;Love - Green;25; Durante una pelea con tu pareja dijiste cosas hirientes que no sientes, ¿cómo te comportas?; me disculpo inmediatamente; estoy callado; Trato de calmarme y trato de explicar mis razones;
149;Love - Green;25; Demuéstrale tu cariño...; dando regalos; haciendo pequeños gestos; siendo cariñoso;
150;Love - Green;25; Le das más regalos a:; tu compañero; tu familiar; amigos;
151;Love - Green;25; El sexo está sobrevalorado...; muy cierto; falso; muy a menudo es;
152;Love - Green;25; Tienes que llegar a tu pareja y puedes elegir entre un camino rápido pero aburrido y uno lento pero con hermosos paisajes, ¿cuál eliges?; rapido pero aburrido; lento con hermosos paisajes; depende de mi estado de ánimo;
153;Love - Green;25; Una floristería te ha ofrecido regalar 20 rosas a la persona que amas, 10 rojas y 10 blancas, ¿cuál eliges?; elijo una mezcla; solo los rojos; solo los blancos;
154;Love - Green;25;Estás en la entrada de la casa de la persona que amas y ella tiene mayordomo, ¿qué haces?; Le pido al mayordomo que la llame; Le pregunto al mayordomo si puedo ir sola con él/ella.; no se como comportarme;
155;Love - Gold;24; Compraste rosas para la persona que amas, ¿dónde las colocas dentro de la casa?; en la cama; encima de una ventana; encima de una mesa;
156;Love - Gold;24; Entras temprano en la mañana a la habitación de la persona que amas, ¿qué está haciendo?; él/ella está durmiendo; él/ella está despierto; él/ella está leyendo un libro;
157;Love - Gold;24; Regresas de una tarde en casa de la persona que amas y puedes elegir entre un camino rápido pero aburrido y uno lento con hermosos paisajes, ¿cuál eliges?; rapido pero aburrido; lento con hermosos paisajes; depende de cómo fue la noche;
158;Love - Gold;24; ¿Crees en el amor a primera vista?; sí; no; espero que me pueda pasar;
159;Love - Gold;24; ¿Te enamoras de una persona en poco tiempo?; sí; no; me pasó;
160;Love - Gold;24; Cuando piensas en el amor, ¿tiendes a crear ilusiones?; muy a menudo; nunca; algunas veces;
161;Love - Gold;24;¿Estarías dispuesto a seguir a la persona que amas a cualquier parte?; sí; no; Depende de muchas cosas;
162;Love - Gold;24; ¿Se puede reconocer un amor potencial ya desde las primeras actitudes?; sí; no; me pasó;
163;Love - Gold;24; ¿Cuál de estas cosas es fundamental para ti en una relación amorosa?; entusiasmo; cariño; fidelidad;
164;Love - Gold;24; ¿Alguna vez te has perdido una gran historia de amor?; por desgracia sí; no; tal vez, en el pasado;
165;Love - Gold;24; ¿Comenzar un romance afecta tu vida diaria?; seguramente; no; ciertamente, al menos parcialmente;
166;Love - Gold;24; ¿Echas de menos tener a alguien a quien amar a tu lado?; sí; no; algunas veces;
167;Love - Gold;24; Tienes que emprender un largo viaje pero te has enamorado recientemente, ¿qué haces?; Me llevo a mi nuevo amor conmigo; Me voy, pero con tristeza en mi corazón; me voy sin pensar por un momento;
168;Love - Gold;24; ¿Piensas a menudo en el futuro junto con tu pareja?; siempre pienso en eso; algunas veces; nunca;
169;Love - Gold;24; ¿Crees que tu pareja te ayudaría económicamente si pierdes tu trabajo?; seguramente; No me parece; tal vez, nunca sucedió;
170;Love - Gold;24;¿Tienes curiosidad por lo que hace tu pareja cuando no está contigo?; muchisimo; no; algunas veces;
171;Love - Gold;24; Cuando estás con tu pareja, ¿tienes cuidado con las palabras que usas?; no; sí; poco frecuentemente; muy a menudo
172;Love - Gold;24; ¿Tienes un comportamiento infantil con tu pareja?; sí; no; poco frecuentemente; muy a menudo
173;Love - Gold;24; ¿Te gustan los amigos de tu pareja?; sí; no; sólo algunos;
174;Love - Blue;23; ¿Alguna vez has pensado que tu pareja te está engañando?; no; sí; se me ocurrió pensar eso;
175;Love - Blue;23; Cuando estás solo en un lugar hermoso, ¿piensas inmediatamente en ir allí con tu pareja?; no; sí; poco frecuentemente; muy a menudo
176;Love - Blue;23; ¿Sueles salir con tu pareja y otra pareja?; poco frecuentemente; sí; siempre salimos solos;
177;Love - Blue;23;“El verdadero amor no se conoce por lo que exige, sino por lo que ofrece.”;estoy de acuerdo;no estoy de acuerdo;estoy de acuerdo sólo en parte;
178;Love - Blue;23;“El amor se descubre amando.”;estoy de acuerdo;no estoy de acuerdo;estoy de acuerdo sólo en parte;
179;Love - Blue;23;“Puede haber amor sin celos, pero no sin temores.”;estoy de acuerdo;no estoy de acuerdo;estoy de acuerdo sólo en parte;
180;Love - Blue;23;"“En el verdadero amor no manda nadie; obedecen los dos.”";estoy de acuerdo;no estoy de acuerdo;estoy de acuerdo sólo en parte;
181;Love - Blue;23;“El que no ama siempre tiene razón: es lo único que tiene.”;estoy de acuerdo;no estoy de acuerdo;estoy de acuerdo sólo en parte;
182;Love - Blue;23;“Que quien no ama los defectos, no puede decir que ama.”;estoy de acuerdo;no estoy de acuerdo;estoy de acuerdo sólo en parte;
183;Love - Blue;23;“El amor verdadero empieza cuando no se espera nada a cambio.”;estoy de acuerdo;no estoy de acuerdo;estoy de acuerdo sólo en parte;
184;Love - Blue;23;“Amarse a si mismo, es el inicio de un romance que dura toda la vida.”;estoy de acuerdo;no estoy de acuerdo;estoy de acuerdo sólo en parte;
185;Love - Blue;23;"“El amor sólo descansa cuando muere. Un amor vivo es un amor en conflicto.""";estoy de acuerdo;no estoy de acuerdo;estoy de acuerdo sólo en parte;
186;Love - Blue;23;"""El amor es una amistad con momentos eróticos.”";estoy de acuerdo;no estoy de acuerdo;estoy de acuerdo sólo en parte;
187;Love - Blue;23;“El amor es fe y no ciencia.”;estoy de acuerdo;no estoy de acuerdo;estoy de acuerdo sólo en parte;
188;Love - Blue;23;“El amor es una ocupación como otra cualquiera.”;estoy de acuerdo;no estoy de acuerdo;estoy de acuerdo sólo en parte;
189;Love - Blue;23;“El primer beso no se da con la boca, sino con la mirada.”;estoy de acuerdo;no estoy de acuerdo;estoy de acuerdo sólo en parte;
190;Love - Blue;23;“Es tan corto el amor y tan largo el olvido.”;estoy de acuerdo;no estoy de acuerdo;estoy de acuerdo sólo en parte;
191;Love - Blue;23;"“Los hombres engañan más que las mujeres; las mujeres, mejor.”";estoy de acuerdo;no estoy de acuerdo;estoy de acuerdo sólo en parte;
192;Help;13; Si escucha programas que hablan de medicamentos o drogas, ¿siente los síntomas que se describen?; sí; no; poco frecuentemente; muy a menudo
193;Help;13; ¿Tienes miedo de conducir por carreteras que nunca has hecho antes?; sí; no; algunas veces;
194;Help;13; ¿Duermes bien por la noche?; sí; no; poco frecuentemente; casi siempre
195;Help;13; ¿Le tienes miedo a la oscuridad?; sí; no; depende de donde estoy;
196;Help;13; ¿Afrontas lo inesperado con serenidad?; sí; no; poco frecuentemente; casi siempre
197;Help;13;¿Puede mantener su concentración durante un período prolongado de tiempo?; sí; no; poco frecuentemente; casi siempre
198;Help;13; ¿Siempre reservas antes de salir de vacaciones?; sí; no; casi siempre;
199;Help;13; ¿Te relajas en vacaciones?; sí; no; casi siempre; poco frecuentemente
200;Help;13; Antes de dormir, ¿preparas la ropa que usarás al día siguiente?; sí; no; muy a menudo; poco frecuentemente
201;Help;13; Cuando una persona querida se demora, ¿piensas que pasó algo malo?; sí; no; muy a menudo; poco frecuentemente
202;Help;13; ¿Alguna vez has sentido que te cuesta respirar?; sí; no; muy a menudo; poco frecuentemente
203;Help;13; ¿Tienes pesadillas?; siempre; con frecuencia; algunas veces; nunca
204;Help;13; ¿Siente que es incapaz de realizar ciertas tareas importantes que se le asignan?; sí; no; algunas veces; muy a menudo
205;Help;13; ¿Tienes algún tic?; sí; no; a veces siento que tengo;
206;Help;13; ¿Digieres bien?; sí; no; poco frecuentemente; casi siempre
207;Help;13; ¿Cuál de estas tres obras de arte te causa más ansiedad?; El grito; Guernica; El joven Baco enfermo;
208;Help;13; ¿Cómo te hace sentir observar un agujero negro?; ansiedad; curiosidad; sentimiento de ser insignificante;
209;Help;13; Estás en un avión y hay fuertes turbulencias, ¿qué haces?; entro en pánico; Descanso relajado como si nada hubiera pasado;Trato de asegurarme mirando a la tripulación.;
210;Help;13; ¿Te gusta tener días ocupados?; sí; no; algunas veces;
211;Help;13; ¿El timbre del teléfono te causa ansiedad?; sí; no; algunas veces; muy a menudo
212;Help;13; Un ser querido te dice que necesitas reunirte enseguida para hablar, ¿qué opinas?; una cosa mala; una buena noticia; no tengo ninguna idea en particular;
213;Help;13; Por la noche:; yo duermo; trabajo; pienso; yo juego
214;Great Wall;12; ¿Cuál es tu fuerza entre estos?; disciplina; fiabilidad; creatividad; compromiso
215;Great Wall;12; ¿Cuál es tu mayor miedo entre estos?; no tener éxito en los negocios; no creas en mi mismo; estar solo;
216;Great Wall;12; ¿Qué es lo que más te enoja de estas cosas?; niños gritando; gente grosera; padres cariñosos; mentiras
217;Great Wall;12; ¿Qué te hace reír más entre estas cosas?; un comediante en la televisión; una broma de un amigo; cuando veo que se burlan de una persona; cuando leo un libro sarcástico
218;Great Wall;12;Si pudieras elegir hacer una de estas cosas por un día, ¿qué harías?; me iria de viaje; haría deporte; jugaría; yo trabajaría
219;Great Wall;12; ¿Preferirías?; paseo a caballo; ir a la pista con un coche; Dar un paseo;
220;Great Wall;12; ¿Cuál de estas actividades en casa elegirías?; limpia el baño; corta la hierba; lavar los platos; Aspirar
221;Great Wall;12; ¿Cuál de estos alimentos prefieres?; carne; verduras; Leche; pasta
