1;The Rising Sun - Pink;57; You are in a desert and you come across a cube, how big is it?; very big; as big as me; very small;
38;The Rising Sun - Orange;56; A parrot knocks on the door and hands you a letter, what does it contain?; good news; bad news; a very important deadline;
39;The Rising Sun - Orange;56; A tiger knocks on the door and hands you a letter, what does it contain?;good news; bad news; a mysterious object;
40;The Rising Sun - Orange;56; A sheep knocks on the door and hands you a letter, what does it contain?;good news; bad news; a gold bar;
41;The Rising Sun - Orange;56;A turtle knocks on the door and hands you a letter, what does it contain?;good news; bad news; a thought of love;
42;The Rising Sun - Orange;56; A stranger gives you an ancient manuscript, what is it about?;it carries secret codes;it brings back the directions to find a treasure; ancient customs and traditions;
43;Rocket - Red;46; Do you often have the feeling at the end of the day that you haven't done anything?; yes; no; very often; sometimes
44;Rocket - Red;46; Do you like sports?; yes; no; enough; not much
45;Rocket - Red;46; Do you get angry if you don't get the result you set for yourself?; yes; no; enough;
46;Rocket - Red;46; Do you hold a prestigious role?; yes; no; let's hope;
47;Rocket - Red;46; Do you prefer a holiday resort if it is usually frequented by some VIPs?; Certainly; no, I'm not interested; I would like to try;
48;Rocket - Red;46; Do you tend to put off things you have to do?; yes; no; often; sometimes
49;Rocket - Red;46; Are you envious of other people who achieve great results?; yes; no; sometimes; almost always
50;Rocket - Red;46; Do you love luxury cars?; yes; no; enough;
51;Rocket - Red;46;Do you ever get the feeling that someone who is worth less than you has achieved better results?; yes; no; sometimes; almost always
52;Rocket - Red;46; Do you like taking a sauna?; yes; no; I have never tried;
53;Rocket - Red;46; Do you go to a gym?; yes; no; I would like;
54;Rocket - Red;46; Do you prefer to buy designer clothes?; yes; no; sometimes; almost always
55;Rocket - Red;46; Would you be willing to lose a friendship for a great job opportunity?; yes; no; perhaps;
56;Rocket - Red;46; Do you work just to make money?; certainly; no; maybe just for that;
57;Rocket - Red;46; Do you organize parties?; yes; no; rarely; very often
58;Rocket - Red;46; Would you prefer to live in a villa or in an apartment?; villa; apartment; I'd rather live in an old farmhouse;
59;Rocket - Red;46; For Christmas, money or a classic gift?; money; classic gift; neither;
60;Rocket - Red;46; Do you like children?; yes; no; enough;
61;Rocket - Purple;45; Do you hang out with older people?; yes; no; rarely; very often
62;Rocket - Purple;45; Do you take time away from your loved ones for work?; yes; no; very often; sometimes
63;Rocket - Purple;45; Do you ever challenge another motorist on the road?; yes; no;In some cases it happened to me;
64;Rocket - Purple;45; Do you like traveling by train?; yes; no; enough;
65;Rocket - Purple;45; Do you prefer a 5-star hotel or a farm holidays?; 5 star hotel;farm holidays; neither;
66;Rocket - Purple;45; Is love more important than your career?; yes; no; sometimes;
67;Rocket - Purple;45; Would you rather be born rich with a boring life or poor with an exciting life?; rich; poor; I don’t know;
68;Rocket - Purple;45; Would you prefer a holiday on a sailing boat, a speedboat or a small rowing boat?; sail boat; speedboat; rowing boat;
69;Rocket - Purple;45; Having achieved success, what would you do?; I would think about the next goal; I would think about helping others; I would do nothing more;
70;Rocket - Purple;45; Which of these sports would you choose?; baseball;  swimming; fencing;
71;Rocket - Purple;45; Do you prefer to live in:; countryside; mountain; metropolis;
72;Rocket - Purple;45; How do you see yourself in 10 years?; on a Caribbean island; to play with my children; around the world for work;
73;Rocket - Purple;45; The residence of your dreams?;a seaside villa;  a super modern loft in a metropolis;a ranch in the countryside;
74;Rocket - Purple;45; Have you tried to learn a new language?; yes; no; yes, but with little effort;
75;Rocket - Purple;45;How many languages do you know?;1;2; 3 or more;
76;Rocket - Purple;45; Have you ever wanted to attend a specialization course?; no, because I don't want to commit myself;yes; sometimes;
77;Rocket - Purple;45; Are you envious of other people who achieve great results?; everyday; never; rarely;
78;Rocket - Purple;45; Do you tend to check online news several times a day?; real;false; rarely;
79;Rocket - Green;44; In life, do you consider important the support of some influential person?; in no way; is of fundamental importance; in some circumstances it would be important;
80;Rocket - Green;44; What would you like to learn next month?; a language; a musical instrument; a new profession;
81;Rocket - Green;44; Your ideal dinner:; in a chic place; in a restaurant; in a pizzeria;
82;Rocket - Green;44; Which of these gemstones do you prefer?; diamond; emerald; ruby;
83;Rocket - Green;44; What type of cell phone do you prefer?; last generation; old style; I hate cell phones;
84;Rocket - Green;44; For dinner, would you rather go out with:;a politician; an actor/actress; a singer;
85;Rocket - Green;44; You're training and you can't take it anymore, how do you behave?; I stop and rest; I make an extra effort; I have to get to achieve my goals and move forward;
86;Rocket - Green;44; Thinking of a pyramid, what comes to your mind?; power; a geometric shape; a precious thing;
87;Rocket - Green;44; You finally bought a house after so many sacrifices, what do you think?; I would like a bigger one; I finally realized my dream; staying rented would have been a better choice;
88;Rocket - Green;44; People are satisfied because:; they are wise; they don't want to risk ; they have no ambition;
89;Rocket - Green;44; You are making cold calls to sell a product but everyone hangs up on you, how do you behave?; I quit and try again the next day; I call until I succeed in my intent; I think it's better to change jobs;
90;Rocket - Green;44; Can you handle the setbacks that come your way?; sure;absolutely not; it depends on the intensity of the setback;
91;Rocket - Green;44; What role would you have in a theatrical comedy?; I would be the star; I would be an extra; I would be in the audience;
92;Rocket - Green;44; If I had to choose one of these cars...; sporty; city car; minivan;
93;Rocket - Green;44; In a three person relay race, in which positions would you prefer to start?; first;second; third;
94;Rocket - Green;44; Do you consider a deadline as something that cannot be postponed or is there always time to recover?; unavoidable; there's always time; it depends on the deadline;
95;Rocket - Green;44; Would you direct a film?; yes; no; maybe, I've never tried;
96;Rocket - Green;44; Would you like to sort the mail in a post office?; yes; no; maybe, I've never tried;
97;Rocket - Green;44; How do you consider some of your intuitions?; unique; brilliant; I rarely have insights;
98;Love - Red;27; When friends talk about sex, what do you do?; I laugh and joke;I’m embarrassed; I try to change the subject;
99;Love - Red;27; Do you often make naughty jokes?; yes; no; rarely; very often
100;Love - Red;27;Do you often take the initiative with him/her?; yes; no; rarely; almost always
101;Love - Red;27; When a nice boy or girl pass on the street, how do you react?; I am indifferent; I appreciate discreetly; I fidget;
102;Love - Red;27; Do you like hugging people?; yes; no; enough;
103;Love - Red;27; Do you like to take the people you love by the hand?; yes; no; enough;
104;Love - Red;27; Do you write notes to people close to you?; yes; no; sometimes;
105;Love - Red;27; Do you use affectionate nicknames with the people you care about?; yes; no; sometimes; very often
106;Love - Red;27; Do you confide in others?; yes; no; sometimes; very often
107;Love - Red;27; Do you like giving gifts?; yes; no; enough;
108;Love - Red;27; Do you like consoling others?; yes; no; not much;
109;Love - Red;27; Are you affectionate?; yes; no; rarely; very often
110;Love - Red;27; What do you think about love?; a wonderful thing; an illusion; i prefer friendship;
111;Love - Red;27; What do you think about marriage?; something outdated; an experience to do; an illusion;
112;Love - Red;27; Watching a sunset, what emotions do you feel?; indifference; meloncholy; amazement and wonder;
113;Love - Red;27; Can you tell your innermost thoughts?; yes; no; rarely; almost always
114;Love - Red;27; Are you a jealous person?; yes; no; rarely; very often
115;Love - Red;27; Does a lie make you smile?; yes; no; only if not serious;
116;Love - Red;27; Can you resist temptations?; yes; no; rarely; almost always
117;Love - Pink;26; Do you trust others?; yes; no; rarely; almost always
118;Love - Pink;26; Have you ever fantasized about living on a desert island?; yes; no; sometimes;
119;Love - Pink;26; Does it make you nervous not to have loved ones around you?; yes; no; enough;
120;Love - Pink;26; Do you feel treated like other members in your family?; yes; no; rarely;
121;Love - Pink;26; Do you consider yourself a unique and unrepeatable person?; yes; no; sometimes; almost always
122;Love - Pink;26; When things are going well in a relationship, do you still tend to ask yourself questions?; yes; no; sometimes; almost always
123;Love - Pink;26; Do you consider Cleopatra a current character?; yes; no; not much;
124;Love - Pink;26; I love people:; generous; self-confident; shy;
125;Love - Pink;26; With your partner you are:; loyal; passionate; cold;
126;Love - Pink;26; Are you interested in gossip news?; Yes a lot; enough; in no way;
127;Love - Pink;26; You receive a letter from an old love, how do you feel?; curious; annoyed; sad;
128;Love - Pink;26; You've been engaged for 2 years...; I love you like the first day; I need to reflect; I would like to meet other people;
129;Love - Pink;26; How do you imagine a marriage proposal?; very romantic; I don't imagine it; something unprepared;
130;Love - Pink;26;When you fall in love with someone, do you prefer:; tell him/her immediately; wait for the other person to take the first step; that things happen if they have to happen;
131;Love - Pink;26; The person you love gives you something recycled from their belongings...; I don't want to see him/her anymore; anyway he/she thought of me; He/she could have done better;
132;Love - Pink;26; Would you leave everything for love?; no, there are more important things; yes, immediately; I don’t know;
133;Love - Pink;26; What do you think of jealous people?; they are insecure; they are good to be; I think they are wrong to be;
134;Love - Pink;26; Do you ever dream of a great love story?; always; no, I'm already happy; sometimes;
135;Love - Pink;26; When someone you love is having a bad day, what do you do?;I ask him/her to tell me what happened; I prefer to leave him/her alone; I pretend nothing;
136;Love - Green;25; Do you like to dedicate a song to the person you love?; yes; no; I rarely do;
137;Love - Green;25; Love at a distance is:; an illusion; a great thing;the right compromise;
138;Love - Green;25; You always fall in love with the wrong person...; yes, always; no, it never happened to me; it happened to me once;
139;Love - Green;25; If you fell in love with a married person, what would you do?; I would try to forget him/her; I would advise him/her to leave home; I ask him/her to run away together;
140;Love - Green;25; Being able to change the person you love is...; possible with patience; impossible;something that doesn’t make sense;
141;Love - Green;25; Continuing a relationship devoid of passion is:; a normal thing over time; a madness; something to discuss with your partner;
142;Love - Green;25; Would you accept an indecent proposal?; absolutely yes;absolutely not; it depends on the offer;
143;Love - Green;25; When your partner leaves the house, what do you do?; I’m writing to find out where and with whom he/she is; I have a nice time all to myself; I wait until he/she returns;
144;Love - Green;25; Your partner frequents a club assiduously, what do you think?;he/she really likes the place;he/she meets secretly with some people; I don't have this problem;
145;Love - Green;25; A friend's wedding is:; a sad day; an opportunity to have a big meal; a day of great happiness;
146;Love - Green;25; What emotions does a countryside landscape arouse in you?; serenity; solitude; restlessness;
147;Love - Green;25; They give you vouchers for shopping, what do you do?; I use them all for myself; I give some to my family; I share them with less fortunate people;
148;Love - Green;25; During a fight with your partner you said hurtful things that you don't mean, how do you behave?; I apologize immediately; i am silent; I try to calm down and try to explain my reasons;
149;Love - Green;25; Show your affection...; giving gifts; making small gestures; being affectionate;
150;Love - Green;25; You give more gifts to:; your partner;  your family member;  friends;
151;Love - Green;25; Sex is overrated...; very true;false; very often it is;
152;Love - Green;25;You have to reach your partner and you can choose between a fast but boring road and a slow but with beautiful landscapes, what do you choose?; fast but boring; slow with beautiful landscapes; it depends on my mood;
153;Love - Green;25; A florist has offered you to give 20 roses to the person you love, 10 red and 10 white, what do you choose?; I choose a mix; only the red ones; only the white ones;
154;Love - Green;25; You are at the entrance of the house of the person you love and she has a butler, what do you do?; I ask the butler to call her/him; I ask the butler if I can go to her/him alone; I don't know how to behave;
155;Love - Gold;24; You bought roses for the person you love, where do you place them inside the house?; on the bed; above a window; above a table;
156;Love - Gold;24; You enter the room of the person you love early in the morning, what is he/she doing?; he/she’s sleeping; he/she is awake; he/she is reading a book;
157;Love - Gold;24;You come back from an evening at the home of the person you love and you can choose between a fast but boring road and a slow one with beautiful landscapes, what do you choose?; fast but boring; slow with beautiful landscapes; it depends on how the evening went;
158;Love - Gold;24; Do you believe in love at first sight?; yes; no; I hope it can happen to me;
159;Love - Gold;24; Do you fall in love with a person in no time?; yes; no; I happened;
160;Love - Gold;24; When you think about love do you tend to create illusions?; very often; never; sometimes;
161;Love - Gold;24; Would you be willing to follow the person you love anywhere?; yes; no; it depends on many things;
162;Love - Gold;24; Can you recognize a potential love already from the first attitudes?;yes; no; I happened;
163;Love - Gold;24; Which of these things is fundamental for you in a love relationship?; enthusiasm; affection; fidelity;
164;Love - Gold;24; Have you ever missed a great love story?;unfortunately,yes; no; perhaps, in the past;
165;Love - Gold;24; Does starting a romance affect your everyday life?; certainly; no; certainly, at least partially;
166;Love - Gold;24; Do you miss having someone to love by your side?; yes; no; sometimes;
167;Love - Gold;24;You have to go on a long journey but you have recently fallen in love, what do you do?; I take my new love with me; I leave, but with sadness in my heart; I leave without thinking for a moment;
168;Love - Gold;24; Do you often think about the future together with your partner?; I always think about it; sometimes; never;
169;Love - Gold;24; Do you think your partner would help you financially if you lost your job?; certainly; I don’t think so; maybe, it never happened;
170;Love - Gold;24; Are you curious about what your partner does when he/she is not with you?; very, very much; no; sometimes;
171;Love - Gold;24; When you are with your partner are you careful about the words you use?; no; yes; rarely; very often
172;Love - Gold;24; Do you have childish behavior with your partner?; yes; no; rarely; very often
173;Love - Gold;24; Do you like your partner's friends?; yes; no; just a few;
174;Love - Blue;23; Have you ever thought that your partner is cheating on you?; no; yes; I happened to think so;
175;Love - Blue;23; When you are alone in a beautiful place, do you immediately think about going there with your partner?; no; yes; rarely; very often
176;Love - Blue;23; Do you often go out with your partner and another couple?; rarely; yes; we always go out alone;
177;Love - Blue;23;"""Love is composed of a single soul inhabiting two bodies”"; very true; no, it doesn’t; I only partially agree;
178;Love - Blue;23;“There is only one happiness in this life, to love and be loved”; very true; no, it doesn’t; I only partially agree;
179;Love - Blue;23;" ""Love is space and time measured by the heart."""; very true; no, it doesn’t; I only partially agree;
180;Love - Blue;23;" ""Friendship is love without his wings"""; very true; no, it doesn’t; I only partially agree;
181;Love - Blue;23;" ""Love asks for everything, and has the right to do it"""; very true; no, it doesn’t; I only partially agree;
182;Love - Blue;23;" ""The course of true love never did run smooth"""; very true; no, it doesn’t; I only partially agree;
183;Love - Blue;23;" ""Only love and death will change all things"""; very true; no, it doesn’t; I only partially agree;
184;Love - Blue;23;" ""Love is a misunderstanding between two fools"""; very true; no, it doesn’t; I only partially agree;
185;Love - Blue;23;" ""Love is an irresistible desire to be irresistibly desired"""; very true; no, it doesn’t; I only partially agree;
186;Love - Blue;23;" ""The art of love is largely the art of persistence"""; very true; no, it doesn’t; I only partially agree;
187;Love - Blue;23;" ""The sum of our lives are the hours when we love"""; very true; no, it doesn’t; I only partially agree;
188;Love - Blue;23;" ""Everything is clearer when you’re in love"""; very true; no, it doesn’t; I only partially agree;
189;Love - Blue;23;" ""If you wished to be loved, love"""; very true; no, it doesn’t; I only partially agree;
190;Love - Blue;23;"""Where there is love there is life"""; very true; no, it doesn’t; I only partially agree;
191;Love - Blue;23;" ""The more one judges, the less one loves"""; very true; no, it doesn’t; I only partially agree;
192;Help;13; If you listen to programs that talk about medicine or drugs, do you feel the symptoms that are described?; yes; no; rarely; very often
193;Help;13; Are you afraid to drive on roads you've never done before?; yes; no; sometimes;
194;Help;13; Do you sleep well at night?; yes; no; rarely; almost always
195;Help;13; Are you afraid of the dark?; yes; no; it depends on where I am;
196;Help;13; Do you face the unexpected with serenity?; yes; no; rarely; almost always
197;Help;13; Can you hold your concentration for an extended period of time?; yes; no; rarely; almost always
198;Help;13; Do you always book before leaving for the holidays?; yes; no; almost always;
199;Help;13; Do you relax on vacation?; yes; no; almost always; rarely
200;Help;13; Before you sleep, do you prepare the clothes to wear the next day?; yes; no; very often; rarely
201;Help;13; When a person dear to you delays, do you think something bad happened?; yes; no; very often; rarely
202;Help;13; Do you ever feel like it's hard to breathe?; yes; no; very often; rarely
203;Help;13; Do you have nightmares?; always; often; sometimes; never
204;Help;13; Do you feel that you are unable to perform certain important tasks that are assigned to you?; yes; no; sometimes; very often
205;Help;13; Do you have any tics?; yes; no;sometimes I feel like I have;
206;Help;13; Do you digest well?; yes; no; rarely; almost always
207;Help;13; Which of these three artworks causes you the most anxiety?;The Scream; Guernica;The Young Sick Bacchus;
208;Help;13; How does observing a black hole make you feel?; anxiety; curiosity; feeling of being insignificant;
209;Help;13; You are on a plane and there are strong turbulences, what do you do?; I panic; I rest relaxed as if nothing had happened; I try to make sure by looking at the crew;
210;Help;13; Do you like having busy days?; yes; no; sometimes;
211;Help;13; Does the phone ring cause you anxiety?; yes; no; sometimes; very often
212;Help;13; A loved one tells you that you need to meet right away to talk, what do you think?; a bad thing; a good news; I don't get any particular ideas;
213;Help;13; At night:; i sleep; I work; I think;I play
214;Great Wall;12; What is your strength among these?; discipline; reliability; creativity;commitment
215;Great Wall;12; What is your biggest fear among these?;not be succeed in business; don't believe in myself; to be alone;
216;Great Wall;12; What makes you most angry about these things?; screaming children; rude people; caring parents; lies
217;Great Wall;12; What makes you laugh the most among these things?; a comedian on tv; a joke from a friend;when i see a person being teased;when i read a sarcastic book
218;Great Wall;12; If you could choose to do one of these things for one day, what would you do?; I would go on a trip; I would do sports; i would play; i would work
219;Great Wall;12; Would you prefer?; ride horse; go to the track with a car; take a walk;
220;Great Wall;12; Which of these home activities would you choose?; clean the bathroom; cut the grass; wash the dishes; vacuum 
221;Great Wall;12; Which of these foods do you prefer?; meat; vegetables; milk; pasta
222;Great Wall;12; If you had to choose a nickname, which one would you choose?; Baby; Boss;Thunderbolt;
223;Great Wall;12; Do you like surprises?; no; yes; it depends on the type of surprise;
224;Great Wall;12; Which of these is your weakness?; patience;commitment; determination;
225;Great Wall;12; Which of these things would you prefer to do in the evening?; watch a movie; be in the company of friends; stay at home with family; read a book
226;Great Wall;12; How long would you like to live on a desert island?; lifetime; just one day; few months; not even a day
227;Great Wall;12; If you had an infinite supply of money, which of these things would you do?; i wouldn't use them; I would give them all to charity; I would buy myself all the luxurious things I want;
228;Great Wall;12; Which of these means of transport would you choose?; bus; airplane; car; train
229;Great Wall;12; Which of these zoo animals do you prefer?; lion;monkey; giraffe; bear
230;Great Wall;12; Which of these school subjects do you prefer?; mathematics; history; art;
231;Great Wall;12; Which of these sentences would you choose?;Stop the war; Stop poverty; Stop work;
232;Great Wall;12; How many languages do you speak?;1;2;3/4; more than 4
233;Great Wall;12; Who among these people knows your best part?; my parents; a friend; nobody; my partner
234;Great Wall;12; Which of these items would you always keep with you?; the wedding ring; a picture of me; a book; a picture of my family
235;Great Wall;12; Which of these ages is the best?;20;30;40;50
236;Great Wall;12; Which of these is the best way to start the day?;play with my dog;drink a coffee; playing sports; have a hearty breakfast
237;Rainbow - Dark;38; What color do you associate with the word generosity?; white; green; yellow;
238;Rainbow - Dark;38; What color do you associate with the word beauty?;purple; blue; grey; yellow
239;Rainbow - Dark;38; What color do you associate with the word sadness?; black; brown; blue;
240;Rainbow - Dark;38; What color do you associate with the word occasion?; red; fuchsia; green;
241;Rainbow - Dark;38; What color do you associate with the word decision?; black; white; grey; red
242;Rainbow - Dark;38; What color do you associate with the word sincerity?; green; yellow; blue; white
243;Rainbow - Dark;38;What color do you associate with the word cruelty?; black; red; blue; purple
244;Rainbow - Dark;38; What color do you associate with the word ambition?; yellow; green; grey;
245;Rainbow - Dark;38; What color do you associate with the word peace?; light blue; blue; brown;
246;Rainbow - Dark;38; What color do you associate with the word happiness?; blue; light blue; green; yellow
247;Rainbow - Dark;38; If you wore a cape, what color would you want it?; red; black; green;
248;Rainbow - Dark;38; What kinds of color do you prefer?; hot; cold; i love all the colors;
249;Rainbow - Dark;38; If you could choose the color of your eyes, what would be your favourite?; green; light blue; my color is the most beautiful; black
250;ColoriRainbow - Bright;39; You have to repaint your house, what colors do you choose?; white; dark colors; bright colors; light colours
251;ColoriRainbow - Bright;39; Where does your favorite color stand out the most?; in a dress; in a house; in a car;
252;ColoriRainbow - Bright;39; What sensations does the color black arouse in you?; immobility; fear; serenity;
253;ColoriRainbow - Bright;39; What sensations does the color red arouse in you?; power; voltage; aggression;
254;ColoriRainbow - Bright;39; What sensations does the color yellow arouse in you?; lightness; ambition; happiness;
255;ColoriRainbow - Bright;39;What sensations does the color green arouse in you?; equilibrium; positivity; negativity;
256;ColoriRainbow - Bright;39; What sensations does the color orange arouse in you?; protagonism; rejection; serenity;
257;ColoriRainbow - Bright;39; What sensations does the color purple arouse in you?; upset; anxiety; equilibrium;
258;ColoriRainbow - Bright;39; What sensations does the color brown arouse in you?; joy; nonconformism; negativity;
259;ColoriRainbow - Bright;39; What sensations does the color white arouse in you?; purity; fear; quiet;
260;ColoriRainbow - Bright;39; Which of these three colors would you choose?; gray black blue; red yellow orange; purple pink white;
261;ColoriRainbow - Bright;39; Which of these color pairs would you choose?; blue green; brown yellow; yellow purple;
262;Fantasy - Gold;10; Do you spend a lot of time pondering what other people think of you?; yes; no; I rarely think about it;
263;Fantasy - Gold;10; Do you respect insecure people?; yes; no; very little;
264;Fantasy - Gold;10; Do you value someone more than yourself?; yes; no; sometimes;
265;Fantasy - Gold;10; Are you able to insist on getting something you want?; yes; no; rarely;
266;Fantasy - Gold;10; Do you occasionally get caught up by peaks of enthusiasm?; yes; no; rarely; very often
267;Fantasy - Gold;10;Do you occasionally get caught up by peaks of sadness?; yes; no; rarely; very often
268;Fantasy - Gold;10; Do you love to collect things?; yes; no; sometimes;
269;Fantasy - Gold;10; Do you think you have a wild imagination?; yes; no; I have little imagination;
270;Fantasy - Gold;10; Do you think you have a lot of taste?; yes; no; very little;
271;Fantasy - Gold;10; Are you interested in the news sources you read?; yes; no; very little; very very much
272;Fantasy - Gold;10; Do you consider respect for yourself more important than respect for others?; yes; no; sometimes; almost always
273;Fantasy - Gold;10; Do you think people who seek perfection are wise?; yes; no; not much;
274;Fantasy - Gold;10; Do you like to manipulate others?; yes; no; sometimes;
275;Fantasy - Gold;10; Do you like thinking about absurd things and ideas even without a specific purpose?; yes; no; rarely; very often
276;Fantasy - Purple;11; Can you find the solution to your problems by yourself?; yes; no; rarely; almost always
277;Fantasy - Purple;11; Do you analyze your failures?; yes; no; often; rarely
278;Fantasy - Purple;11; Do you tend to forget people's names?; yes; no; sometimes; very often
279;Fantasy - Purple;11; Would you like to be part of a large team?; yes; no; sometimes;
280;Fantasy - Purple;11; Do you feel like a reliable person?; yes; no; rarely; almost always
281;Fantasy - Purple;11; Are you attracted to the mystery of life?; yes; no; enough;
282;Fantasy - Purple;11; Do you empathize with the characters while reading a book?; Yes; no; sometimes; almost always
283;Fantasy - Purple;11; Do you prefer to read a book or watch a movie?; book; movie; neither;
284;Fantasy - Purple;11; Which of these disciplines do you prefer?; history;science; physics; philosophy
285;Fantasy - Purple;11; If you had to choose a name for your child, what would you choose?; the name of a famous person; the name of a loved one; the name of a cartoon character;
286;Fantasy - Purple;11; Do you tend to create imaginary situations that don't exist?; no; sometimes; often;
287;Fantasy - Purple;11; You need inspiration, what do you do?; I try to stay alone; I go to the mountains; I sit looking at the sea;
288;Fantasy - Purple;11; Do you prefer magazines by:; furniture; gardening; science; gossip
289;Fantasy - Purple;11; Do you believe in the importance of art?; yes; no; enough;
290;Body - Pink;3; Do you prefer walking to taking the car?; yes; no; I love taking the train;
291;Body - Pink;3; Do you self-prescribe medicines?; yes; no; I’d like;
292;Body - Pink;3; Do you feel full of energy in the morning?; yes; no; rarely; almost always
293;Body - Pink;3; Do you practice a sport regularly?; yes; no; I’d like;
294;Body - Pink;3; Do you do competitive activity?; yes; no; I’d like;
295;Body - Pink;3; Are you proud of your physique?; yes; no; rarely; almost always
296;Body - Pink;3; Do you feel overweight?; yes; no; rarely; almost always
