1;The Rising Sun - Pink;57;Sei in un deserto e ti imbatti su un cubo, quanto è grande?;molto grande;grande come me;molto piccolo;
72;Rocket - Purple;45;Come ti vedi tra 10 anni?;in un'isola caraibica;a giocare con i miei bambini;in giro per il mondo per lavoro;
73;Rocket - Purple;45;La residenza dei tuoi sogni?;villa al mare;loft super moderno in una metropoli;ranch in campagna;
74;Rocket - Purple;45;Hai cercato di imparare una nuova lingua?;sì;no;sì, ma con poco impegno;
75;Rocket - Purple;45;Quante lingue conosci?;1;2;3 o più;
76;Rocket - Purple;45;Hai mai desiderato frequentare un corso di specializzazione?;no, perché non ho voglia di impegnarmi;sì; qualche volta;
77;Rocket - Purple;45;Sei invidioso delle altre persone che ottengono grandi risultati ?;tutti i giorni;mai;raramente;
78;Rocket - Purple;45;Tendi a controllare più volte al giorno le notizie online?;vero;falso;raramente;
79;Rocket - Green;44;Nella vita consideri importante l'appoggio di qualche persona influente?;per nulla;fondamentale;in alcune circostanze sarebbe importante ;
80;Rocket - Green;44;Cosa ti piacerebbe imparare il prossimo mese?;una lingua;uno strumento musicale;una nuova professione;
81;Rocket - Green;44;La tua cena ideale:;in un locale chic;in una trattoria;in pizzeria;
82;Rocket - Green;44;Quale di queste pietre preziose preferisci?;diamante;smeraldo;rubino;
83;Rocket - Green;44;Che tipo di cellulare preferisci?;di ultima generazione ;old style;odio il cellulare;
84;Rocket - Green;44;A cena preferiresti uscire con:;un politico;un attore/attrice;un/a cantante ;
85;Rocket - Green;44;Ti stai allenando e non ce la fai più, come ti comporti?;smetto e mi riposo;faccio un ulteriore sforzo;devo arrivare a raggiungere i miei obiettivi e vado avanti;
86;Rocket - Green;44;Pensando a una piramide cosa ti viene in mente?;potere;una forma geometrica;una cosa preziosa;
87;Rocket - Green;44;Hai finalmente comprato una casa dopo tanti sacrifici, cosa pensi?;ne vorrei una più grande;finalmente ho realizzato il mio sogno; restare in affitto sarebbe stata una scelta migliore;
88;Rocket - Green;44;Le persone si accontentano perché:;sono sagge;non vogliono rischiare;non hanno ambizione ;
89;Rocket - Green;44;Stai facendo chiamate a freddo per vendere un prodotto ma tutti ti riattaccano il telefono, come ti comporti?;smetto e ci riprovo il giorno dopo;chiamo finché non riesco nel mio intento;penso sia meglio cambiare lavoro;
90;Rocket - Green;44;Riesci a gestire le battute di arresto che ti capitano?;sì, certamente;assolutamente no;dipende dall'intensità della battuta d'arresto;
91;Rocket - Green;44;Che ruolo avresti in una commedia teatrale?;sarei la star;sarei una comparsa;sarei in mezzo al pubblico;
92;Rocket - Green;44;Se dovessi scegliere un auto tra queste...;sportiva;city-car;monovolume;
93;Rocket - Green;44;In una corsa a staffetta di 3 persone, in che posizioni preferiresti partire?;primo;secondo;terzo;
94;Rocket - Green;44;Consideri una scadenza come una cosa improrogabile o c'è sempre tempo per recuperare?;improrogabile;c'è sempre tempo;dipende dalla scadenza;
95;Rocket - Green;44;Dirigeresti un film?;si ;no;forse, non ho mai provato;
96;Rocket - Green;44;Ti piacerebbe smistare la posta in un ufficio postale?;si ;no;forse, non ho mai provato;
97;Rocket - Green;44;Come consideri certe tue intuizioni?;uniche;geniali;raramente ho intuizioni;
98;Love - Red;27;Quando tra amici si parla di sesso, cosa fai?;rido e scherzo;calco la mano;cerco di cambiare discorso;
99;Love - Red;27;Fai spesso battute maliziose?;si;no;raramente;molto spesso
100;Love - Red;27;Prendi spesso l'iniziativa con lui/lei?;si;no;raramente;quasi sempre
101;Love - Red;27;Quando passa un bel ragazzo o una bella ragazza, come reagisci?;sono indifferente;apprezzo con discrezione;mi agito;
102;Love - Red;27;Ti piace abbracciare le persone?;si;no;abbastanza;
103;Love - Red;27;Ti piace prendere per mano le persone che ami?;si;no;abbastanza;
104;Love - Red;27;Scrivi dei bigliettini alle persone che ti sono vicine?;si;no;qualche volta;
105;Love - Red;27;Utilizzi soprannomi affettuosi con le persone a te care?;si;no;a volte;molto spesso
106;Love - Red;27;Ti confidi con gli altri?;si;no;a volte;molto spesso
107;Love - Red;27;Ti piace fare regali?;si;no;abbastanza;
108;Love - Red;27;Ti piace consolare gli altri?;si;no;non molto;
109;Love - Red;27;Sei affettuoso?;si;no;raramente;molto spesso
110;Love - Red;27;Cosa pensi dell'amore?;una cosa meravigliosa;un'illusione;preferisco l'amicizia;
111;Love - Red;27;Cosa pensi del matrimonio?;una cosa superata;un'esperienza da fare;un'illusione;
112;Love - Red;27;Guardando un tramonto, che emozioni provi?;indifferenza;malinconia;stupore e meraviglia;
113;Love - Red;27;Riesci a raccontare i tuoi pensieri più intimi?;si;no;raramente;quasi sempre
114;Love - Red;27;Sei una persona gelosa?;si;no;raramente;molto spesso
115;Love - Red;27;Un bugia ti fa sorridere?;si;no;solo se non grave;
116;Love - Red;27;Riesci a resistere alle tentazioni?;si;no;raramente;quasi sempre
117;Love - Pink;26;Ti fidi degli altri?;si;no;raramente;quasi sempre
118;Love - Pink;26;Hai mai fantasticato di vivere in un'isola deserta?;si;no;qualche volta;
119;Love - Pink;26;Ti innervosisce non avere vicino a te le persone care?;si;no;abbastanza;
120;Love - Pink;26;Nella tua famiglia ti senti trattato come gli altri membri?;si;no;raramente;
121;Love - Pink;26;Ti ritieni una persona unica e irripetibile?;si;no;qualche volta;quasi sempre
122;Love - Pink;26;Quando in un rapporto le cose vanno bene, tendi a farti lo stesso delle domande?;si;no;qualche volta;quasi sempre
123;Love - Pink;26;Consideri Cleopatra un personaggio attuale?;si;no;non molto;
124;Love - Pink;26;Amo le persone:;generose;sicure di sè;timide;
125;Love - Pink;26;Con il tuo compagno/compagna sei:;fedele;passionale;freddo;
126;Love - Pink;26;Sei interessato alle notizie di gossip?;sì, molto;abbastanza;per nulla;
127;Love - Pink;26;Ricevi una lettera da un vecchio amore, come ti senti?;curioso;infastidito;triste;
128;Love - Pink;26;Sei fidanzato da 2 anni...;ti amo come il primo giorno;ho bisogno di riflettere;mi piacerebbe conoscere altre persone;
129;Love - Pink;26;Come ti immagini una proposta di matrimonio?;molto romantica;non me la immagino;una cosa non preparata;
130;Love - Pink;26;Quando ti innamori di una persona, preferisci:;dirglielo subito;aspettare che l'altra persona faccia il primo passo;che le cose accadano se devono accadere;
131;Love - Pink;26;La persona che ami ti regala un qualcosa di riciclato tra le sue cose...;non la voglio più vedere;comunque mi ha pensato;poteva far di meglio;
132;Love - Pink;26;Lasceresti tutto per amore?;no, ci sono cose più importanti;sì, subito;non lo so;
133;Love - Pink;26;Cosa pensi delle persone gelose?;sono insicure;fanno bene ad esserlo;penso sbaglino ad esserlo ;
134;Love - Pink;26;Ti capita mai di sognare una grande storia d'amore?;sempre;no, sono già felice;a volte;
135;Love - Pink;26;Quando una persona che ami ha avuto una brutta giornata, cosa fai?;mi faccio raccontare cosa è successo;preferisco lasciarla da sola;faccio finta di nulla;
136;Love - Green;25;Ti piace dedicare una canzone alla persona che ami?;sì;no;lo faccio raramente;
137;Love - Green;25;L'amore a distanza è:;un'illusione;una cosa fantastica;il giusto compromesso;
138;Love - Green;25;Ti innamori sempre della persona sbagliata...;sì, sempre;no, non mi è mai capitato;mi è capitato una volta;
139;Love - Green;25;Se ti innamorassi di una persona sposata, cosa faresti?;cercherei di dimenticarla;le consiglierei di andare via di casa;le chiederi di fuggire assieme;
140;Love - Green;25;Riuscire a cambiare la persona che ami è...;possibile con pazienza;impossibile;una cosa che non ha senso visto che l'amo;
141;Love - Green;25;Continuare un rapporto privo di passione è:;una cosa normale col passare del tempo;una follia;una cosa su cui confrontarsi col partner;
142;Love - Green;25;Accetteresti una proposta indecente?;assolutamente sì;assolutamente no;dipende dalla proposta;
143;Love - Green;25;Quando il tuo partner esce di casa, cosa fai?;scrivo per sapere dove e con chi è;trascorro del tempo piacevole tutto per me;aspetto in piedi fino al suo ritorno;
144;Love - Green;25;Il tuo partner frequenta assiduamente un locale, cosa pensi?;apprezza molto il locale;si incontra di nascosto con qualche persona;non mi pongo questo problema;
145;Love - Green;25;Il matrimonio di un amico è:;un giorno triste;un'occasione per fare una grande mangiata;un giorno di grande felicità;
146;Love - Green;25;Quali emozioni ti suscita un paesaggio di campagna?;serenità;solitudine;inquietudine;
147;Love - Green;25;Ti regalano dei buoni per fare la spesa, cosa fai?;li uso tutti per me;ne do un po' ai miei famigliari;li condivido con delle persone meno fortunate;
148;Love - Green;25;Durante una lite con il tuo partner hai detto cose offensive che non pensi, come ti comporti?;mi scuso immediatamente;sto in silenzio;cerco di calmarmi e provo a spiegare le mie ragioni;
149;Love - Green;25;Dimostri il tuo affetto...;facendo regali;facendo piccoli gesti;essendo affettuoso;
150;Love - Green;25;Fai più regali a:;il tuo partner;a un tuo familiare;agli amici;
151;Love - Green;25;Il sesso è sopravvalutato...;verissimo;falso;molto spesso lo è;
152;Love - Green;25;Devi raggiungere il tuo partner e puoi scegliere tra una strada veloce ma noiosa e una lenta ma con bellissimi paesaggi, cosa scegli?;veloce ma noiosa;lenta con bellissimi paesaggi;dipende dal mio umore;
153;Love - Green;25;Un fiorista ti ha proposto di ragalare 20 rose alla persona che ami, 10 rosse e 10 bianche, cosa scegli?;scelgo un mix;solo rosse;solo bianche;
154;Love - Green;25;Sei all'entrata di casa della persona che ami e lei ha un maggiordomo, cosa fai?;chiedo al maggiordono di chiamarla;chiedo al maggiordomo se posso andare da lei da solo;non saprei come comportarmi;
155;Love - Gold;24;Hai comprato delle rose alla persona che ami, dove le appoggi all'interno della sua casa?;sul letto;sopra una finestra;sopra un tavolo;
156;Love - Gold;24;Entri nella stanza della persona che ami al mattino presto, cosa sta facendo?;sta dormendo;è sveglia;sta leggendo un libro;
157;Love - Gold;24;Torni da una serata a casa della persona che ami e puoi scegliere tra una strada veloce ma noiosa e una lenta ma con bellissimi paesaggi, cosa scegli?;veloce ma noiosa;lenta con bellissimi paesaggi;dipende come è andata la serata;
158;Love - Gold;24;Credi nell'amore a prima vista?;sì;no;spero mi possa capitare;
159;Love - Gold;24;Ti innamori di una persona in pochissimo tempo?;sì;no;mi è capitato;
160;Love - Gold;24;Quando pensi all'amore tendi a crearti delle illusioni?;molto spesso;mai;qualche volta;
161;Love - Gold;24;Saresti disposto a seguire la persona che ami ovunque?;sì;no;dipende da molte cose;
162;Love - Gold;24;Riesci a riconoscere un potenziale amore già dai primi atteggiamenti ?;sì;no;mi è capitato;
163;Love - Gold;24;Quale tra queste cose è per te fondamentale in una relazione d'amore?;entusiasmo;affetto;fedeltà ;
164;Love - Gold;24;Ti sei mai lasciato sfuggire una grande storia d'amore?;purtroppo sì;no;forse, in passato;
165;Love - Gold;24;Iniziare una storia d'amore influisce sulla tua vita di tutti i giorni?;certamente ;no;in parte sicuramente;
166;Love - Gold;24;Ti manca avere al tuo fianco una persona d'amare?;sì;no;a volte;
167;Love - Gold;24;Devi partire per un lungo viaggio ma ti sei innamorato da poco tempo, cosa fai?; porto con me il mio nuovo amore;parto, ma con la tristezza nel cuore;parto senza pensarci un attimo;
168;Love - Gold;24;Pensi spesso al futuro assieme al tuo partner?;ci penso sempre;qualche volta;mai;
169;Love - Gold;24;Pensi che il tuo partner ti aiuterebbe finanziariamente se perdessi il lavoro?;certamente ;non penso;forse, non è mai capitato;
170;Love - Gold;24;Sei curioso di sapere cosa fa il tuo partner quando non è con te?;molto;no;a volte;
171;Love - Gold;24;Quando sei col tuo partner sei attento alle parole che usi?;no;si;raramente;molto spesso
172;Love - Gold;24;Hai un comportamento infantile col tuo partner?;si;no;raramente;molto spesso
173;Love - Gold;24;Ti piacciono gli amici e le amiche del tuo partner?;sì;no;solo alcuni;
174;Love - Blue;23;Hai mai pensato che il tuo partner ti possa tradire?;no;si;mi è capitato di pensarlo;
175;Love - Blue;23;Quando sei da solo in un bellissimo posto pensi subito di andarci col tuo partner?;no;si;raramente;molto spesso
176;Love - Blue;23;Esci spesso col tuo partner e un'altra coppia?;raramente;si;usciamo sempre da soli;
177;Love - Blue;23;"""L'amore è composto da un'unica anima che abita in due corpi""";verissimo;no, non è così;concordo solo in parte;
178;Love - Blue;23;"""L'amore è cercare ciò di cui siamo privi...""";verissimo;no, non è così;concordo solo in parte;
179;Love - Blue;23;"""Non essere amati è una semplice sfortuna: la vera disgrazia è non amare""";verissimo;no, non è così;concordo solo in parte;
180;Love - Blue;23;"""L'amicizia è amore senza le sue ali""";verissimo;no, non è così;concordo solo in parte;
181;Love - Blue;23;"""L'amore è una malattia dell'immaginazione""";verissimo;no, non è così;concordo solo in parte;
182;Love - Blue;23;"""La speranza è dura a morire per un cuore innamorato""";verissimo;no, non è così;concordo solo in parte;
183;Love - Blue;23;"""C’è tutta una vita in un'ora d'amore""";verissimo;no, non è così;concordo solo in parte;
184;Love - Blue;23;"""Nessuno ama la vita come l'uomo che sta invecchiando""";verissimo;no, non è così;concordo solo in parte;
185;Love - Blue;23;"""Si ama solo ciò che non si possiede del tutto""";verissimo;no, non è così;concordo solo in parte;
186;Love - Blue;23;"""L'amore deve essere un piacere, non un tormento""";verissimo;no, non è così;concordo solo in parte;
187;Love - Blue;23;"""Nel vero amore è l'anima che abbraccia il corpo""";verissimo;no, non è così;concordo solo in parte;
188;Love - Blue;23;"""Non c’è amore sprecato""";verissimo;no, non è così;concordo solo in parte;
189;Love - Blue;23;"""Amare è così breve, e dimenticare così lungo""";verissimo;no, non è così;spesso è così ;
190;Love - Blue;23;"""Solo chi ama senza speranza conosce il vero amore""";verissimo;no, non è così;spesso è così ;
191;Love - Blue;23;"""La misura dell'amore è amare senza misure""";verissimo;no, non è così;concordo solo in parte;
192;Help;13;Se ascolti dei programmi che parlano di medicina o di farmaci, avverti i sintomi che vengono descritti?;si;no;raramente;molto spesso
193;Help;13;Hai paura a guidare per strade che non hai mai fatto?;si;no;qualche volta;
194;Help;13;Dormi bene di notte?;si;no;raramente;quasi sempre
195;Help;13;Hai paura del buio?;si;no;dipende da dove mi trovo;
196;Help;13;Affronti con serenità gli imprevisti?;si;no;raramente;quasi sempre
197;Help;13;Riesci a tenere la concentrazione per un periodo di tempo prolungato?;si;no;raramente;quasi sempre
198;Help;13;Prima di partire per le ferie prenoti sempre dove dormire?;si;no;quasi sempre;
199;Help;13;Ti rilassi in vacanca?;si;no;quasi sempre;raramente
200;Help;13;Prima di dormire ti prepari le cose da indossare il giorno dopo?;si;no;molto spesso;raramente
201;Help;13;Quando un tuo affetto ritarda, pensi sia successo qualcosa di brutto?;si;no;molto spesso;raramente
202;Help;13;Ti capita mai di avere la sensazione di far fatica a respirare?;si;no;molto spesso;raramente
203;Help;13;Ti capita di fare degli incubi ?;sempre;spesso;a volte;mai
204;Help;13;Pensi di non essere in grado di svolgere determinate mansioni importanti che ti vengono assegnate?;si;no;a volte;molto spesso
205;Help;13;Hai qualche tic?;si;no;a volte mi sembra di averne;
206;Help;13;Digerisci bene?;si;no;raramente;quasi sempre
207;Help;13;Quale di queste 3 opere ti suscita maggior ansia?;L'urlo di Munch;Guernica di Picasso;Bacchino malato;
208;Help;13;Osservare un buco nero che sensazione ti provoca?;ansia;curiosità;sensazione di essere insignificante;
209;Help;13;Sei su un aereo e iniziano ad esserci forti turbolenze, cosa fai?;vado nel panico;resto rilassato come nulla fosse;cerco di sincerarmi guardando l'equipaggio;
210;Help;13;Ti piace avere delle giornate frenetiche?;si;no;a volte;
211;Help;13;Lo squillo del telefono ti provoca ansia?;si;no;a volte;molto spesso
212;Help;13;Una persona cara ti chiama e ti dice che vi dovete incontrare subito per parlare, cosa pensi?;una brutta cosa;una bella notizia;non mi faccio idee particolari;
213;Help;13;Di notte:;dormo;lavoro;penso;gioco
214;Great Wall;12;Qual è il tuo punto di forza tra questi?;disciplina;affidabilità ;creatività ;impegno
215;Great Wall;12;Qual è la tua più grande paura tra queste?;non avere successo negli affari;non credere in me stesso;essere solo;
216;Great Wall;12;Cosa ti fa più arrabbiare tra queste cose?;bambini che urlano; persone maleducate ;genitori troppo premurosi;bugie
217;Great Wall;12;Cosa ti fa più ridere tra queste cose?;un comico in tv;uno scherzo di un amico;vedere una persona che viene presa in giro;leggere un libro sarcastico
218;Great Wall;12;Se potessi scegliere di fare una tra queste cose per un giorno, cosa faresti?;farei un viaggio;farei dello sport;giocherei;lavorerei
219;Great Wall;12;Preferiresti?;andare a cavallo;andare in pista con una macchina;fare una passeggiata;
220;Great Wall;12;Quale tra queste attività casalinghe sceglieresti?;pulire il bagno;tagliare l'erba;lavare i piatti;passare l'aspirapolvere
221;Great Wall;12;Qule tra questi cibi preferisci?;carne;verdure;latte;pasta
222;Great Wall;12;Se dovessi scegliere un soprannome, quale sceglieresti?;Baby;Boss;Fulmine;
223;Great Wall;12;Ti piacciono le sorprese?;no;si ;dipende dal tipo di sorpresa;
224;Great Wall;12;Quale tra questi è un tuo punto debole?;pazienza;impegno;determinazione;
225;Great Wall;12;Quale tra queste cose preferiresti fare di sera?;guardare un film;stare in compagnia di amici;stare a casa in famiglia;leggere un libro
226;Great Wall;12;Per quanto tempo vorresti vivere in un'isola deserta?;tutta la vita;un solo giorno;qualche mese;nemmeno un giorno
227;Great Wall;12;Se avessi una disponibilità infinita di denaro, quale tra queste cose faresti?;non li userei;li darei tutti in beneficenza;mi comprerei tutte le cose lussuose che desidero;
228;Great Wall;12;Quale tra questi mezzi di trasporto sceglieresti?;bus;aereo;auto;treno
229;Great Wall;12;Quale tra questi animali dello zoo preferisci?;leone;scimmia;giraffa;orso
230;Great Wall;12;Quale tra queste materie scolastiche preferisci?;matematica;storia;arte;
231;Great Wall;12;Quale tra queste frasi sceglieresti?;stop alla guerra;stop alla povertà;stop al lavoro;
232;Great Wall;12;Quante lingue parli?;1;2;3/4;più di 4
233;Great Wall;12;Chi tra queste persone conosce la tua parte migliore?;i miei genitori;un persona amica;nessuno;il mio partner
234;Great Wall;12;Quale tra questi oggetti terresti sempre con te?;la fede nuziale;una foto che mi ritrae;un libro;una foto della mia famiglia
235;Great Wall;12;Quale tra queste età è la migliore?;20;30;40;50
236;Great Wall;12;Quale tra questi è il modo migliore di iniziare la giornata?;restare a letto;bere un caffè;fare sport;fare un'abbondante colazione
